Date,CME,ICE,MCO,MSCI,NDAQ,SPGI
2025-02-25,0.0123915237259693,0.01656585223472984,0.0037798868361917926,0.019161388590788864,-0.004878582944987331,0.00030019473022102616
2025-02-26,-0.011282986196731515,-0.00023362425691897393,-0.007093098906678974,-0.00872481169287842,0.006159568857207587,-0.005972805902586198
2025-02-27,0.007500284186379158,-0.0019280521913240811,-0.011016539715478557,0.003158240082003605,0.009495350371291122,-0.007331289187076373
2025-02-28,0.015689423499140043,0.013989799751715992,0.022501762796159896,0.015896289851280665,0.02450477087230496,0.0159509869398915
2025-03-03,0.012255212911940427,-0.0001732414421518058,-0.0038496707025003074,-0.0029637098703511056,-0.009784927504935315,-0.008299890394153686
2025-03-04,-0.019075065892302234,-0.01934164817832429,-0.041235085919115955,-0.035905903841344844,-0.039160571100327,-0.02361570789996381
2025-03-05,0.009921378470663766,0.010362046064859687,0.001828424429440867,0.009460577823716454,0.0005078515665597472,0.011783925166147347
2025-03-06,-0.0017290665752375256,-0.01142135258647392,-0.024783237122743884,-0.011710497598599767,-0.03337567991402968,-0.01661892136110199
2025-03-07,0.007041517325586666,0.003477893768867091,-0.0185441422985676,-0.007752389505698787,-0.01982401170526704,-0.03346884422755936
2025-03-10,0.030286396664245263,-0.00640291759266165,-0.024311488330802877,-0.029454065787225536,-0.02424336546679573,-0.01732392569182084
2025-03-11,-0.007053589984498343,-0.0046702497796307085,-0.014301886199464486,-0.006638237885621345,-0.007687035851823398,-0.017178910755905163
2025-03-12,-0.014245651465301434,0.003920099806892896,-0.003897762916800329,0.006184164561229055,0.009545010204110804,-0.0036249753732893186
2025-03-13,0.012153298993128336,0.0007099540440691499,-0.009771105463089236,-0.006622932974538975,-0.011098984312519433,0.0033245310358498426
2025-03-14,-0.004464329958794755,0.01135156871440901,0.02064868025128419,0.024470721211263147,0.018490185255092273,0.01383764043365221
2025-03-17,0.018942282280075773,0.013131653692154854,0.015106125398115955,0.020298831450527022,0.017608566205275622,0.015992082800025065
2025-03-18,0.011040379658512567,0.00011570903789404063,-0.0076941778060510835,0.0048236288465746124,0.01006040616943249,-0.007849860575930623
2025-03-19,-0.003827533994083643,0.00491790610169307,0.022683856401227054,0.003006843485048316,0.016998580250119577,0.00984927906519295
2025-03-20,0.004030593337476018,0.01093897187546844,-0.0011296848381601166,-0.007748807732849472,0.004309282135756876,0.003998216977975311
2025-03-21,-0.011968130838896363,-0.0068340666792022775,-0.0006524885971055383,-0.006060170001208953,-0.01768299824457653,0.0013676686356765
2025-03-24,-0.001556904909361001,0.004931484735734459,0.02102333066452089,0.007519122079416629,0.0246194104109283,0.012171598506308667
2025-03-25,-0.0033468403984447948,0.0021683370582483708,0.017243904313385405,0.013797139984451201,0.0033587552605058857,0.018295729038916964
2025-03-26,0.002518588762033369,0.0007401188772389045,-0.014960949988552574,-0.00894528213971868,-0.00180249118806175,-0.010445017106784693
2025-03-27,-0.003311484706933987,0.0034138154151039934,-0.0023824505989944456,-0.006497174379531012,-0.01509095509088998,0.0016542559836951742
2025-03-28,0.0014129175412518347,-0.00935590073696857,-0.016205428523654808,-0.012902802757997156,-0.018989009438278526,-0.01205176678498332
2025-03-31,0.011707816668732107,-0.012649502741239327,0.009341506855836013,0.012587866670435321,0.012681933985738025,0.011124107922684034
2025-04-01,-0.011496868282987016,-0.005855077302116207,0.006635341805350192,0.003183088984422433,0.0023727256503052185,0.005274547556585629
2025-04-02,0.001144037822222499,-0.006122863200681228,0.00450106542792561,0.015265340751482892,0.02972126507234285,0.006264881502862751
2025-04-03,0.022167873952599226,-0.016897462265763386,-0.060523686537463095,-0.05517752971661316,-0.05759897003738912,-0.04786172035555225
2025-04-04,-0.051795970954829906,-0.06457380710237182,-0.0903275937363226,-0.06751439161305484,-0.07507794485090002,-0.07740408254046394
2025-04-07,-0.008213536157221424,-0.013334270414209315,-0.011008049455386248,-0.0017341848232864665,-0.007472636403087263,-0.029213739254610793
2025-04-08,0.01054013035645851,-0.01959264644079095,-0.0032663643971206913,0.0008094270637464263,-0.019781431507259417,0.007277974382696506
2025-04-09,-0.0035289630962409557,0.03423039951628337,0.10559611953084169,0.08355525961346366,0.08418674664078729,0.07359001365147955
2025-04-10,0.016763143570758476,-0.01033099801886106,-0.03547725359704745,-0.03924785327836766,-0.02347543564297072,-0.03424119453671959
2025-04-11,0.012190786978965695,0.0046395290040066595,0.012765018576173404,0.02639404308893778,0.017496371819211376,0.016122015940276846
2025-04-14,0.008220530108731916,0.02488604148383411,0.021567158101794437,0.01762974785521476,0.017475191115343236,0.01386673187238352
2025-04-15,-0.0031097950172126465,0.0010013473857728439,-0.0059863107051539854,0.009650710100971738,0.005358588173586698,-0.0018660105612230415
2025-04-16,-0.005630090844183533,-0.00944043963940111,-0.021514703751420727,-0.025172067914944196,-0.02022678160895497,-0.014297556283730528
2025-04-17,0.004361269580411609,0.0012623009645322814,-0.001949845009736606,0.007980710264647417,0.0068349055128356095,-0.0023708029989755186
2025-04-21,-0.008379993301704025,-0.02275594275267523,-0.027208982325401698,-0.024520443249198776,-0.021058419646240556,-0.030007785608889503
2025-04-22,0.020089945241250406,0.03644456874907287,0.040091994682386556,0.00937231951753903,0.028729183391510205,0.03882052702287586
2025-04-23,-0.015363751986070096,0.0019293286037391777,0.002093567652341699,-0.009415329730452338,0.011143162228935743,0.008168595018569036
2025-04-24,0.006845604172902586,0.01236100909292115,0.020451770733950658,-0.005267994191837433,0.016870716566047328,0.02345657170421922
2025-04-25,0.011509040455265795,0.0015339225949237978,-0.0021838338042476924,0.008971033552848562,0.008295408792486247,-0.002618129340201669
2025-04-28,0.006083456975685131,0.0015315732800638138,0.0026446472379013652,-0.0007658260974717779,-0.0034501227594969652,-0.0013124691190762316
2025-04-29,0.016572022088553462,0.01743332870383707,0.016417239808285577,0.010300017119428295,0.011185148400736367,0.025846409791762337
2025-04-30,0.017330006158253086,0.009859921251984094,0.01369131365356191,0.008603824704998653,0.003555389561007871,0.016857815626446948
2025-05-01,0.00010832074846867101,0.017086368942565988,-0.0027807379913951102,0.0017610505953025157,-0.0009184611186968672,-0.0022397776364023736
2025-05-02,0.012053056593286371,0.015277499158170782,0.028526557109176842,0.01785489927669537,0.026792738632691382,0.01541299929411677
2025-05-05,0.007523585470281313,0.0030556373691192906,-0.00015060492097784817,-0.009733475386673018,0.00012794444763675195,-0.0014212362631178532
2025-05-06,0.001486428366521464,0.006954821362239461,-0.0037875097347622733,-0.009520145008934722,-0.0014068173627475034,-0.00808459489182356
2025-05-07,0.006502193182025051,0.007648850991198719,0.010692936650855023,0.013757194850893217,0.006275542634728071,0.007771880401095332
2025-05-08,-0.00993612575160574,-0.00033991846636971523,0.00812197091502287,0.009607910647575713,0.005472841804228024,0.0037570622134992515
2025-05-09,0.00836909150348042,0.010540101866294505,-0.002120137625156171,-0.002544816364937086,0.0026581697717882324,0.0002364709808064802
2025-05-12,-0.04881310854393006,-0.02742106658453236,0.03482269364613799,0.022297632628502706,0.0194420168976579,0.02093628318648011
2025-05-13,-0.007875213491531308,-0.0034594796198833544,-0.004845389534250399,-0.008963568500341412,0.010154789336812575,-0.005382308971147998
