Ticker,CME,ICE,MCO,MSCI,NDAQ,SPGI
CME,0.00016253046919199282,8.478463922611877e-05,3.502949728206103e-05,3.4984568402236996e-05,3.932582222577383e-05,4.3881680881552205e-05
ICE,8.478463922611877e-05,0.00014281112472906636,0.00016307729610418205,0.000125945539779322,0.00014344163099376764,0.00013196421549724002
MCO,3.502949728206103e-05,0.00016307729610418205,0.0003853498083889728,0.0002911439363949292,0.0002892350629793415,0.0002969270809911563
MSCI,3.4984568402236996e-05,0.000125945539779322,0.0002911439363949292,0.0003590624255107979,0.00024361155062913958,0.00023050058454746584
NDAQ,3.932582222577383e-05,0.00014344163099376764,0.0002892350629793415,0.00024361155062913958,0.0003042237823721479,0.00022612042670267562
SPGI,4.3881680881552205e-05,0.00013196421549724002,0.0002969270809911563,0.00023050058454746584,0.00022612042670267562,0.00026917650810663206
